0,2.4
0.08,3.4
0.17,3.9
0.25,4.9
0.33,5.6
0.42,6.2
0.5,6.6
0.58,6.9
0.67,7.2
0.75,7.4
0.83,7.6
0.92,7.8
1,8
1.08,8.2
1.17,8.3
1.25,8.5
1.33,8.7
1.42,8.8
1.5,9
1.58,9.2
1.67,9.4
1.75,9.5
1.83,9.7
1.92,9.9
2,10
2.5,10.6
3,11.5
3.5,12.4
4,13.1
4.5,13.8
5,14.5
5.5,15.2
6,16
6.5,16.8
