0,3.5
0.08,4.8
0.17,5.6
0.25,6.8
0.33,7.6
0.42,8.2
0.5,8.7
0.58,9.1
0.67,9.4
0.75,9.6
0.83,9.8
0.92,10
1,10.2
1.08,10.4
1.17,10.7
1.25,10.9
1.33,11.1
1.42,11.3
1.5,11.5
1.58,11.7
1.67,11.9
1.75,12.2
1.83,12.4
1.92,12.6
2,12.8
2.5,13.6
3,14.9
3.5,16.2
4,17.3
4.5,18.5
5,19.7
5.5,20.9
6,22.2
6.5,23.4
