0.00,46.0
0.08,50.4
0.17,52.5
0.25,56.1
0.33,59.0
0.42,61.3
0.50,63.3
0.58,64.9
0.67,66.4
0.75,67.7
0.83,68.8
0.92,69.8
1.00,70.8
1.08,71.7
1.17,72.7
1.25,73.6
1.33,74.5
1.42,75.4
1.50,76.3
1.58,77.2
1.67,78.1
1.75,78.9
1.83,79.8
1.92,80.6
2.00,81.4
2.50,82.9
3.00,87.0
3.50,90.7
4.00,94.1
4.50,97.1
5.00,100.0
5.50,102.8
6.00,105.8
6.50,109.0
