0,3
0.08,4.1
0.17,4.8
0.25,5.8
0.33,6.6
0.42,7.2
0.5,7.7
0.58,8
0.67,8.3
0.75,8.5
0.83,8.7
0.92,8.9
1,9.1
1.08,9.2
1.17,9.4
1.25,9.6
1.33,9.8
1.42,10
1.5,10.2
1.58,10.3
1.67,10.5
1.75,10.7
1.83,10.9
1.92,11.1
2,11.3
2.5,11.9
3,13
3.5,14
4,14.9
4.5,15.8
5,16.6
5.5,17.6
6,18.6
6.5,19.9
