0,2.7
0.08,3.7
0.17,4.4
0.25,5.3
0.33,6.1
0.42,6.7
0.5,7.1
0.58,7.4
0.67,7.7
0.75,7.9
0.83,8.1
0.92,8.3
1,8.5
1.08,8.7
1.17,8.8
1.25,9
1.33,9.2
1.42,9.4
1.5,9.5
1.58,9.7
1.67,9.9
1.75,10.1
1.83,10.2
1.92,10.4
2,10.6
2.5,11.2
3,12.2
3.5,13.1
4,13.9
4.5,14.7
5,15.4
5.5,16.2
6,17.2
6.5,18.2
