0,3.3
0.08,4.5
0.17,5.2
0.25,6.3
0.33,7.2
0.42,7.8
0.5,8.2
0.58,8.6
0.67,8.8
0.75,9.1
0.83,9.3
0.92,9.5
1,9.7
1.08,9.9
1.17,10.1
1.25,10.2
1.33,10.4
1.42,10.6
1.5,10.8
1.58,11
1.67,11.2
1.75,11.4
1.83,11.7
1.92,11.9
2,12.1
2.5,12.8
3,13.9
3.5,15
4,16.1
4.5,17.1
5,18.1
5.5,19.2
6,20.4
6.5,21.7
