0.00,49.0
0.08,53.5
0.17,55.6
0.25,59.1
0.33,62.0
0.42,64.3
0.50,66.2
0.58,67.9
0.67,69.3
0.75,70.6
0.83,71.8
0.92,72.8
1.00,73.8
1.08,74.8
1.17,75.8
1.25,76.8
1.33,77.7
1.42,78.7
1.50,79.7
1.58,80.6
1.67,81.5
1.75,82.4
1.83,83.3
1.92,84.2
2.00,85.1
2.50,86.7
3.00,91.1
3.50,95.1
4.00,98.6
4.50,101.8
5.00,104.9
5.50,108.0
6.00,111.3
6.50,114.9
