0,3.8
0.08,5.2
0.17,6
0.25,7.2
0.33,8.1
0.42,8.7
0.5,9.2
0.58,9.6
0.67,9.9
0.75,10.1
0.83,10.4
0.92,10.6
1,10.8
1.08,11
1.17,11.3
1.25,11.5
1.33,11.7
1.42,12
1.5,12.2
1.58,12.5
1.67,12.7
1.75,13
1.83,13.2
1.92,13.4
2,13.7
2.5,14.6
3,16
3.5,17.4
4,18.8
4.5,20.2
5,21.7
5.5,23.1
6,24.3
6.5,25.3
